show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,duration_value,duration_unit,dir_cast
s8104,Movie,Strictly Ballroom,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan","Australia, United Kingdom",2020-01-01,1992,PG,95 min,"Classic Movies, Comedies, Romantic Movies",95.0,min,"Baz Luhrmann---Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan"
s8105,Movie,Strike a Pose,"Ester Gould, Reijer Zwaan",Not Given,"Netherlands, Belgium",2017-04-07,2016,TV-MA,85 min,"Documentaries, International Movies, LGBTQ Movies",85.0,min,"Ester Gould, Reijer Zwaan---Not Given"
s8106,Movie,Stripes,Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold",United States,2019-09-01,1981,R,106 min,"Classic Movies, Comedies, Cult Movies",106.0,min,"Ivan Reitman---Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold"
s8107,Movie,Striptease,Andrew Bergman,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames, Robert Patrick, Paul Guilfoyle, Jerry Grayson, Rumer Willis, Robert Stanton, William Hill",United States,2021-01-01,1996,R,117 min,"Comedies, Dramas",117.0,min,"Andrew Bergman---Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames, Robert Patrick, Paul Guilfoyle, Jerry Grayson, Rumer Willis, Robert Stanton, William Hill"
s8108,TV Show,Strong Girl Bong-soon,Not Given,"Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae",South Korea,2019-11-24,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",1.0,Season,"Not Given---Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae"
s8109,Movie,Stronger Than the World,Afonso Poyart,"José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto",Brazil,2017-02-11,2016,NR,123 min,"Action & Adventure, Dramas, International Movies",123.0,min,"Afonso Poyart---José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto"
s8110,TV Show,Strongland,Not Given,Not Given,Not Given,2019-01-18,2018,TV-PG,1 Season,"Docuseries, International TV Shows",1.0,Season,Not Given---Not Given
s8111,Movie,Stuart Little 2,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn",United States,2020-01-01,2002,PG,78 min,"Children & Family Movies, Comedies",78.0,min,"Rob Minkoff---Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn"
s8112,Movie,Submission,J.M. Berrios,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux",United States,2019-11-11,2019,TV-MA,95 min,"Action & Adventure, Dramas",95.0,min,"J.M. Berrios---Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux"
s8113,Movie,Suburra,Stefano Sollima,"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Italy, France",2015-10-14,2015,NR,135 min,"Dramas, International Movies, Thrillers",135.0,min,"Stefano Sollima---Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale"
s8114,Movie,Suckseed,Chayanop Boonprakob,"Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert",Thailand,2018-09-05,2011,TV-MA,130 min,"Comedies, International Movies, Music & Musicals",130.0,min,"Chayanop Boonprakob---Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert"
s8115,Movie,Sudani from Nigeria,Zakariya,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon",India,2018-08-01,2018,TV-14,115 min,"Comedies, Dramas, International Movies",115.0,min,"Zakariya---Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon"
s8116,Movie,Suicide (Hitabdut),Benny Fredman,"Mali Levi, Rotem Keinan, Dror Keren, Igal Naor",Israel,2016-07-01,2014,TV-MA,114 min,"International Movies, Thrillers",114.0,min,"Benny Fredman---Mali Levi, Rotem Keinan, Dror Keren, Igal Naor"
s8117,Movie,Suite Française,Saul Dibb,"Michelle Williams, Matthias Schoenaerts, Kristin Scott Thomas, Sam Riley, Ruth Wilson, Tom Schilling, Harriet Walter, Alexandra Maria Lara, Margot Robbie, Lambert Wilson","United Kingdom, France, Canada, Belgium, United States",2017-06-05,2014,TV-MA,107 min,"Dramas, International Movies, Romantic Movies",107.0,min,"Saul Dibb---Michelle Williams, Matthias Schoenaerts, Kristin Scott Thomas, Sam Riley, Ruth Wilson, Tom Schilling, Harriet Walter, Alexandra Maria Lara, Margot Robbie, Lambert Wilson"
s8118,TV Show,Suits,Not Given,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,2019-12-01,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",1.0,Season,"Not Given---Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi"
s8119,Movie,Summer Night,Joseph Cross,"Ellar Coltrane, Callan McAuliffe, Ian Nelson, Lana Condor, Analeigh Tipton, Melina Vidler, Bill Milner, Justin Chatwin, Ella Hunt, Elena Kampouris, Victoria Justice, Khris Davis, Hayden Szeto",United States,2020-03-19,2019,TV-MA,93 min,"Comedies, Dramas, Romantic Movies",93.0,min,"Joseph Cross---Ellar Coltrane, Callan McAuliffe, Ian Nelson, Lana Condor, Analeigh Tipton, Melina Vidler, Bill Milner, Justin Chatwin, Ella Hunt, Elena Kampouris, Victoria Justice, Khris Davis, Hayden Szeto"
s8120,Movie,Summer of '92,Kasper Barfoed,"Ulrich Thomsen, Henning Jensen, Mikkel Boe Følsgaard, Cyron Melville, Esben Smed Jensen, Gustav Dyekjaer Giese, Jon Lange, Allan Hyde, Johannes Lassen, Morten Vang Simonsen","Denmark, United Kingdom, Sweden",2016-07-10,2015,TV-MA,94 min,"Dramas, International Movies, Sports Movies",94.0,min,"Kasper Barfoed---Ulrich Thomsen, Henning Jensen, Mikkel Boe Følsgaard, Cyron Melville, Esben Smed Jensen, Gustav Dyekjaer Giese, Jon Lange, Allan Hyde, Johannes Lassen, Morten Vang Simonsen"
s8121,Movie,Sunrise,Partho Sen-Gupta,"Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta, Esha Amlani, Ashalata Wabgaonkar, Hridaynath Jadhav, Chinmay Kambli, Nandini Bora, Komal Gawade","India, France",2017-03-15,2014,TV-MA,85 min,"Dramas, Independent Movies, International Movies",85.0,min,"Partho Sen-Gupta---Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta, Esha Amlani, Ashalata Wabgaonkar, Hridaynath Jadhav, Chinmay Kambli, Nandini Bora, Komal Gawade"
s8122,TV Show,Super Bheem,Not Given,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",India,2019-06-28,2019,TV-Y,1 Season,Kids' TV,1.0,Season,"Not Given---Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa"
s8123,Movie,Super Bheem Bana Vajraveer,Sumit Das,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",India,2019-06-18,2018,TV-Y7,63 min,Children & Family Movies,63.0,min,"Sumit Das---Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa"
s8124,Movie,Super Dark Times,Kevin Phillips,"Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Max Talisman, Amy Hargreaves, Sawyer Barth, Adea Lennox, Ethan Botwick",United States,2018-01-01,2017,TV-MA,104 min,"Dramas, Independent Movies, Thrillers",104.0,min,"Kevin Phillips---Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Max Talisman, Amy Hargreaves, Sawyer Barth, Adea Lennox, Ethan Botwick"
s8125,Movie,Super Nani,Indra Kumar,"Rekha, Randhir Kapoor, Sharman Joshi, Anupam Kher, Shweta Kumar, Varsha Usgaonkar, Rajesh Kumar, Shreya Narayan",India,2018-03-01,2014,TV-PG,127 min,"Comedies, Dramas, International Movies",127.0,min,"Indra Kumar---Rekha, Randhir Kapoor, Sharman Joshi, Anupam Kher, Shweta Kumar, Varsha Usgaonkar, Rajesh Kumar, Shreya Narayan"
s8126,TV Show,Super Wings,Not Given,"Luca Padovan, Evan Smolin, Junah Jang, Colin Critchley","United States, South Korea, China",2020-12-01,2020,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows",3.0,Seasons,"Not Given---Luca Padovan, Evan Smolin, Junah Jang, Colin Critchley"
s8127,Movie,Superbad,Greg Mottola,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan",United States,2021-01-01,2007,R,113 min,"Comedies, Cult Movies",113.0,min,"Greg Mottola---Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan"
s8128,Movie,Superfly,Gordon Parks,"Ron O'Neal, Carl Lee, Sheila Frazier, Julius Harris, Charles McGregor, Nate Adams, Polly Niles, Yvonne Delaine",United States,2019-11-01,1972,R,91 min,"Action & Adventure, Classic Movies, Dramas",91.0,min,"Gordon Parks---Ron O'Neal, Carl Lee, Sheila Frazier, Julius Harris, Charles McGregor, Nate Adams, Polly Niles, Yvonne Delaine"
s8129,Movie,Superman Returns,Bryan Singer,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn",United States,2019-10-01,2006,PG-13,154 min,"Action & Adventure, Sci-Fi & Fantasy",154.0,min,"Bryan Singer---Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn"
s8130,TV Show,SuperNature: Wild Flyers,Not Given,Not Given,United Kingdom,2017-03-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",1.0,Season,Not Given---Not Given
s8131,Movie,Superstar,Bruce McCulloch,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green",United States,2019-11-20,1999,PG-13,82 min,Comedies,82.0,min,"Bruce McCulloch---Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green"
s8132,Movie,Surat Dari Praha,Angga Dwimas Sasongko,"Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm",Indonesia,2018-10-09,2016,TV-14,98 min,"Dramas, International Movies, Romantic Movies",98.0,min,"Angga Dwimas Sasongko---Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm"
s8133,TV Show,Surviving R. Kelly Part II: The Reckoning,Not Given,R. Kelly,United States,2020-04-13,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",1.0,Season,Not Given---R. Kelly
s8134,Movie,Survivors Guide to Prison,Matthew Cooke,Susan Sarandon,United States,2018-05-24,2017,TV-MA,103 min,Documentaries,103.0,min,Matthew Cooke---Susan Sarandon
s8135,Movie,Susanne Bartsch: On Top,"Anthony Caronna, Alexander Smith",Susanne Bartsch,United States,2018-12-10,2017,TV-MA,86 min,"Documentaries, LGBTQ Movies",86.0,min,"Anthony Caronna, Alexander Smith---Susanne Bartsch"
s8136,Movie,Sustainable,Matt Wechsler,Not Given,United States,2017-03-01,2016,TV-G,92 min,Documentaries,92.0,min,Matt Wechsler---Not Given
s8137,Movie,Swami,Basu Chatterjee,"Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri",India,2019-12-31,1977,TV-PG,123 min,"Dramas, Independent Movies, International Movies",123.0,min,"Basu Chatterjee---Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri"
s8138,TV Show,Swami Baba Ramdev: The Untold Story,Not Given,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor",Not Given,2018-05-01,2018,TV-14,1 Season,"International TV Shows, TV Dramas",1.0,Season,"Not Given---Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor"
s8139,Movie,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders","United States, United Kingdom",2020-01-01,2007,R,116 min,"Dramas, Horror Movies, Music & Musicals",116.0,min,"Tim Burton---Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders"
s8140,Movie,Sweet Virginia,Jamie M. Dagg,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt, Odessa Young, Joseph Lyle Taylor, Jonathan Tucker, Garry Chalk, Jared Abrahamson, Gabrielle Rose","United States, Canada",2019-12-01,2017,R,93 min,"Dramas, Independent Movies, Thrillers",93.0,min,"Jamie M. Dagg---Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt, Odessa Young, Joseph Lyle Taylor, Jonathan Tucker, Garry Chalk, Jared Abrahamson, Gabrielle Rose"
s8141,Movie,Swiss Army Man,"Dan Kwan, Daniel Scheinert","Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero, Timothy Eulich, Richard Gross, Marika Casteel, Andy Hull, Aaron Marshall, Shane Carruth","United States, Sweden",2019-01-30,2016,R,97 min,"Comedies, Dramas, Independent Movies",97.0,min,"Dan Kwan, Daniel Scheinert---Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero, Timothy Eulich, Richard Gross, Marika Casteel, Andy Hull, Aaron Marshall, Shane Carruth"
s8142,Movie,Sword Master,Derek Yee,"Kenny Lin, Peter Ho, Jiang Mengjie, Jiang Yiyan, Paw Hee Ching","China, Hong Kong",2017-06-10,2016,TV-MA,108 min,"Action & Adventure, Dramas, International Movies",108.0,min,"Derek Yee---Kenny Lin, Peter Ho, Jiang Mengjie, Jiang Yiyan, Paw Hee Ching"
s8143,Movie,Sword Masters: Two Champions of Shaolin,Cheh Chang,"Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-erh Wen, Tai-Ping Yu",Hong Kong,2018-08-16,1980,R,101 min,"Action & Adventure, International Movies",101.0,min,"Cheh Chang---Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-erh Wen, Tai-Ping Yu"
s8144,TV Show,Sym-Bionic Titan,Not Given,"Tara Strong, Kevin Thoms, Brian Posehn, John DiMaggio, Tim Russ, Don Leslie, Kari Wahlgren",United States,2019-12-15,2010,TV-PG,1 Season,Kids' TV,1.0,Season,"Not Given---Tara Strong, Kevin Thoms, Brian Posehn, John DiMaggio, Tim Russ, Don Leslie, Kari Wahlgren"
s8145,Movie,Taal,Subhash Ghai,"Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik",India,2018-03-01,1999,TV-PG,177 min,"Dramas, International Movies, Music & Musicals",177.0,min,"Subhash Ghai---Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik"
s8146,Movie,Tahaan,Santosh Sivan,"Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika",India,2018-07-15,2008,TV-14,95 min,"Dramas, International Movies",95.0,min,"Santosh Sivan---Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika"
s8147,Movie,Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Chris Pratt, Michael Biehn, Jeanie Hackett, Lucy Punch, Michelle Trachtenberg, Demetri Martin","United States, Germany",2019-05-16,2011,R,97 min,"Comedies, Romantic Movies",97.0,min,"Michael Dowse---Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Chris Pratt, Michael Biehn, Jeanie Hackett, Lucy Punch, Michelle Trachtenberg, Demetri Martin"
s8148,TV Show,Taken,Not Given,"Clive Standen, Jennifer Beals, Gaius Charles, Brooklyn Sudano, Monique Gabriela Curnen, Michael Irby, James Landry Hébert, Jose Pablo Cantillo, James Landry Hebert","France, United States",2019-01-12,2018,TV-14,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers",2.0,Seasons,"Not Given---Clive Standen, Jennifer Beals, Gaius Charles, Brooklyn Sudano, Monique Gabriela Curnen, Michael Irby, James Landry Hébert, Jose Pablo Cantillo, James Landry Hebert"
s8149,TV Show,Tales of the City (1993),Not Given,"Olympia Dukakis, Donald Moffat, Laura Linney, Marcus D'Amico, Billy Campbell, Thomas Gibson, Paul Gross, Barbara Garrick, Chloe Webb, Nina Foch, Parker Posey, Stanley DeSantis","United Kingdom, United States",2019-06-28,1993,TV-MA,1 Season,TV Dramas,1.0,Season,"Not Given---Olympia Dukakis, Donald Moffat, Laura Linney, Marcus D'Amico, Billy Campbell, Thomas Gibson, Paul Gross, Barbara Garrick, Chloe Webb, Nina Foch, Parker Posey, Stanley DeSantis"
s8150,Movie,Tamanchey,Navneet Behal,"Nikhil Dwivedi, Richa Chadha, Damandeep Singh Baggan, Vijay Pande, Talib Mehdi, Tushar Phulke, Mahesh Gupta, Prasad Labhe",India,2017-10-15,2014,TV-MA,111 min,"Action & Adventure, International Movies, Romantic Movies",111.0,min,"Navneet Behal---Nikhil Dwivedi, Richa Chadha, Damandeep Singh Baggan, Vijay Pande, Talib Mehdi, Tushar Phulke, Mahesh Gupta, Prasad Labhe"
s8151,Movie,Tarif de nuit,Julien Seri,"Jonathan Howard, Jonathan Demurger, Fanny Valette, Jess Liaudin",France,2018-03-01,2015,TV-MA,81 min,"International Movies, Thrillers",81.0,min,"Julien Seri---Jonathan Howard, Jonathan Demurger, Fanny Valette, Jess Liaudin"
s8152,Movie,Tarzan,"Chris Buck, Kevin Lima","Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz",United States,2018-06-23,1999,G,89 min,Children & Family Movies,89.0,min,"Chris Buck, Kevin Lima---Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz"
s8153,Movie,Tarzan 2,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn",United States,2017-06-23,2005,G,72 min,Children & Family Movies,72.0,min,"Brian Smith---Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn"
s8154,Movie,Tattah,Sameh Abdulaziz,"Mohamed Saad, Dolly Shahin, Marwa, Hayatem, Sayed Rajab, Omar Mustafa Metwally, Samy Maghawry, Nabil Issa, Ragaa Al-Geddawy, Samir Ghanem",Egypt,2019-05-09,2013,TV-14,112 min,"Comedies, International Movies",112.0,min,"Sameh Abdulaziz---Mohamed Saad, Dolly Shahin, Marwa, Hayatem, Sayed Rajab, Omar Mustafa Metwally, Samy Maghawry, Nabil Issa, Ragaa Al-Geddawy, Samir Ghanem"
s8155,Movie,Tayo the Little Bus Movie: Mission Ace,Ryu Jung-woo,"Moon Nam-sook, Jeong Hye-ok, Choe Hana, Gim Yeong-seon",United States,2019-07-01,2016,TV-Y7,48 min,Children & Family Movies,48.0,min,"Ryu Jung-woo---Moon Nam-sook, Jeong Hye-ok, Choe Hana, Gim Yeong-seon"
s8156,Movie,Teach Us All,Sonia Lowman,Not Given,United States,2017-09-25,2017,TV-14,81 min,Documentaries,81.0,min,Sonia Lowman---Not Given
s8157,Movie,Teen Patti,Leena Yadav,"Amitabh Bachchan, Madhavan, Ben Kingsley, Shraddha Kapoor, Siddharth Kher, Dhruv Ganesh, Vaibhav Talwar",India,2018-03-01,2010,TV-PG,137 min,"Dramas, International Movies, Thrillers",137.0,min,"Leena Yadav---Amitabh Bachchan, Madhavan, Ben Kingsley, Shraddha Kapoor, Siddharth Kher, Dhruv Ganesh, Vaibhav Talwar"
s8158,Movie,Teenage Cocktail,John Carchietta,"Nichole Bloom, Fabianne Therese, Michelle Borth, Pat Healy, AJ Bowen, Joshua Leonard",United States,2017-01-15,2016,TV-MA,89 min,"Dramas, Independent Movies, LGBTQ Movies",89.0,min,"John Carchietta---Nichole Bloom, Fabianne Therese, Michelle Borth, Pat Healy, AJ Bowen, Joshua Leonard"
s8159,Movie,Teenage Mutant Ninja Turtles,Kevin Munroe,"Chris Evans, Sarah Michelle Gellar, Mako Iwamatsu, Kevin Smith, Patrick Stewart, Zhang Ziyi, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North","Hong Kong, United States",2019-05-01,2007,PG,87 min,"Children & Family Movies, Comedies",87.0,min,"Kevin Munroe---Chris Evans, Sarah Michelle Gellar, Mako Iwamatsu, Kevin Smith, Patrick Stewart, Zhang Ziyi, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North"
s8160,Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,"Paige Turco, David Warner, Mark Caso, Michelan Sisti, Leif Tilden, Kenn Scott, Kevin Clash, Ernie Reyes Jr., François Chau, Kevin Nash","United States, Hong Kong",2020-01-01,1991,PG,88 min,"Children & Family Movies, Comedies",88.0,min,"Michael Pressman---Paige Turco, David Warner, Mark Caso, Michelan Sisti, Leif Tilden, Kenn Scott, Kevin Clash, Ernie Reyes Jr., François Chau, Kevin Nash"
s8161,Movie,Teenage Mutant Ninja Turtles: The Movie,Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais, Michelan Sisti, Leif Tilden, David Forman, Michael Turney, Jay Patterson, Raymond Serra, James Saito, Kevin Clash",Not Given,2020-01-01,1990,PG,94 min,"Action & Adventure, Comedies",94.0,min,"Steve Barron---Judith Hoag, Elias Koteas, Josh Pais, Michelan Sisti, Leif Tilden, David Forman, Michael Turney, Jay Patterson, Raymond Serra, James Saito, Kevin Clash"
s8162,Movie,Tees Maar Khan,Farah Khan,"Katrina Kaif, Akshay Kumar, Akshaye Khanna, Arya Babbar, Rajiv Lakshman, Raghu Ram, Vijay Maurya, Dharampal, Ali Asghar, Murli Sharma",India,2018-08-02,2010,TV-PG,125 min,"Comedies, International Movies, Music & Musicals",125.0,min,"Farah Khan---Katrina Kaif, Akshay Kumar, Akshaye Khanna, Arya Babbar, Rajiv Lakshman, Raghu Ram, Vijay Maurya, Dharampal, Ali Asghar, Murli Sharma"
s8163,Movie,Tellur Aliens,Einar Gabbassov,Not Given,"United States, Kazakhstan",2016-12-01,2016,TV-Y7,67 min,Children & Family Movies,67.0,min,Einar Gabbassov---Not Given
s8164,Movie,Temporada de Caza,Natalia Garagiola,"Germán Palacios, Lautaro Bettoni, Boy Olmi, Rita Pauls, Pilar Benitez Vibart, Diana Szeinblum","Argentina, France, United States, Germany, Qatar",2018-07-15,2017,TV-MA,108 min,"Dramas, International Movies",108.0,min,"Natalia Garagiola---Germán Palacios, Lautaro Bettoni, Boy Olmi, Rita Pauls, Pilar Benitez Vibart, Diana Szeinblum"
s8165,Movie,Ten Years,"Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang","Wong Jing, Lau Ho-Chi, Leung Kin-Ping",Hong Kong,2019-02-12,2015,TV-MA,102 min,"Dramas, Independent Movies, International Movies",102.0,min,"Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang---Wong Jing, Lau Ho-Chi, Leung Kin-Ping"
s8166,TV Show,Teresa,Not Given,"Angelique Boyer, Sebastián Rulli, Aarón Díaz, Cynthia Klitbo, Ana Brenda Contreras, Daniel Arenas, Margarita Magaña, Manuel Landeta, Felicia Mercado, Silvia Mariscal",Mexico,2017-12-31,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1.0,Season,"Not Given---Angelique Boyer, Sebastián Rulli, Aarón Díaz, Cynthia Klitbo, Ana Brenda Contreras, Daniel Arenas, Margarita Magaña, Manuel Landeta, Felicia Mercado, Silvia Mariscal"
s8167,Movie,Terminator 3: Rise of the Machines,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford","United States, Germany, United Kingdom",2020-01-01,2003,R,109 min,"Action & Adventure, Sci-Fi & Fantasy",109.0,min,"Jonathan Mostow---Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford"
